date,client,library,frequency
2017-10-01,desktop,CreateJS,1800
2017-10-01,desktop,D3,1248
2017-10-01,desktop,DC.js,1
2017-10-01,desktop,Dojo,1114
2017-10-01,desktop,Ember.js,293
2017-10-01,desktop,Ext JS,391
2017-10-01,desktop,Fabric.js,135
2017-10-01,desktop,FastClick,5935
2017-10-01,desktop,FlexSlider,34543
2017-10-01,desktop,FlotCharts,949
2017-10-01,desktop,FuseJS,16
2017-10-01,desktop,GWT,594
2017-10-01,desktop,Glow,15
2017-10-01,desktop,Google Maps,15095
2017-10-01,desktop,Greensock JS,10300
2017-10-01,desktop,Hammer.js,5791
2017-10-01,desktop,Handlebars,5804
2017-10-01,desktop,Head JS,1700
2017-10-01,desktop,Highcharts,1967
2017-10-01,desktop,IfVisible.js,176
2017-10-01,desktop,InfoVis,11
2017-10-01,desktop,Ink,19
2017-10-01,desktop,Isotope,14171
2017-10-01,desktop,Kendo UI,476
2017-10-01,desktop,Knockout,2319
2017-10-01,desktop,LABjs,1132
2017-10-01,desktop,Leaflet,1282
2017-10-01,desktop,Lo-Dash,10265
2017-10-01,desktop,Mapbox,168
2017-10-01,desktop,Marionette,560
2017-10-01,desktop,Material Design Lite,338
2017-10-01,desktop,Matter.js,4
2017-10-01,desktop,MochiKit,1
2017-10-01,desktop,Modernizr,66703
2017-10-01,desktop,Moment Timezone,2144
2017-10-01,desktop,Moment.js,15220
2017-10-01,desktop,MooTools,7462
2017-10-01,desktop,Mustache,4055
2017-10-01,desktop,Paper.js,33
2017-10-01,desktop,Pixi.js,106
2017-10-01,desktop,Polymer,158
2017-10-01,desktop,Popcorn.js,30
2017-10-01,desktop,Prototype,8009
2017-10-01,desktop,Pusher,794
2017-10-01,desktop,Qooxdoo,13
2017-10-01,desktop,React,2119
2017-10-01,desktop,RequireJS,7259
2017-10-01,desktop,Rico,7
2017-10-01,desktop,RightJS,5
2017-10-01,desktop,Riot,104
2017-10-01,desktop,SPF,22
2017-10-01,desktop,SWFObject,17882
2017-10-01,desktop,Sammy,3
2017-10-01,desktop,Scriptaculous,1560
2017-10-01,desktop,ScrollMagic,1313
2017-10-01,desktop,Sea.js,522
2017-10-01,desktop,Socket.IO,1716
2017-10-01,desktop,Spine,32
2017-10-01,desktop,SproutCore,78
2017-10-01,desktop,Spry,22
2017-10-01,desktop,Swiffy,164
2017-10-01,desktop,Tween.js,239
2017-10-01,desktop,Two,1
2017-10-01,desktop,Underscore,18468
2017-10-01,desktop,Vaadin,7
2017-10-01,desktop,Velocity.js,1297
2017-10-01,desktop,Visibility.js,177
2017-10-01,desktop,Vue,1281
2017-10-01,desktop,WebFont Loader,10782
2017-10-01,desktop,YUI 2,7253
2017-10-01,desktop,YUI 3,2045
2017-10-01,desktop,Zepto.js,1497
2017-10-01,desktop,Zurb,7207
2017-10-01,desktop,base2,154
2017-10-01,desktop,boomerang.js,901
2017-10-01,desktop,gRapha&euml;l,5
2017-10-01,desktop,jQuery,362650
2017-10-01,desktop,jQuery Mobile,8916
2017-10-01,desktop,jQuery Tools,11249
2017-10-01,desktop,jQuery UI,94517
2017-10-01,desktop,three.js,299
2017-10-01,desktop,yepnope,46129
2017-10-01,mobile,,1
2017-10-01,mobile,AmplifyJS,266
2017-10-01,mobile,Angular,450
2017-10-01,mobile,AngularJS,9604
2017-10-01,mobile,Backbone,7638
2017-10-01,mobile,Blackbird,251
2017-10-01,mobile,Bootstrap,63365
2017-10-01,mobile,Brewser,2
2017-10-01,mobile,CamanJS,24
2017-10-01,mobile,Can,129
2017-10-01,mobile,Closure Library,185
2017-10-01,mobile,ControlJS,13
2017-10-01,mobile,CreateJS,2095
2017-10-01,mobile,D3,1213
2017-10-01,mobile,DC.js,1
2017-10-01,mobile,Dojo,1050
2017-10-01,mobile,Ember.js,277
2017-10-01,mobile,Ext JS,392
2017-10-01,mobile,Fabric.js,129
2017-10-01,mobile,FastClick,9402
2017-10-01,mobile,FlexSlider,34881
2017-10-01,mobile,FlotCharts,819
2017-10-01,mobile,FuseJS,17
2017-10-01,mobile,GWT,607
2017-10-01,mobile,Glow,13
2017-10-01,mobile,Google Maps,15190
2017-10-01,mobile,Greensock JS,9867
2017-10-01,mobile,Hammer.js,6586
2017-10-01,mobile,Handlebars,5664
2017-10-01,mobile,Head JS,1645
2017-10-01,mobile,Highcharts,1731
2017-10-01,mobile,IfVisible.js,170
2017-10-01,mobile,InfoVis,9
2017-10-01,mobile,Ink,18
2017-10-01,mobile,Isotope,14269
2017-10-01,mobile,Kendo UI,484
2017-10-01,mobile,Knockout,2220
2017-10-01,mobile,LABjs,992
2017-10-01,mobile,Leaflet,1126
2017-10-01,mobile,Lo-Dash,10209
2017-10-01,mobile,Mapbox,161
2017-10-01,mobile,Marionette,539
2017-10-01,mobile,Material Design Lite,388
2017-10-01,mobile,Matter.js,4
2017-10-01,mobile,MochiKit,1
2017-10-01,mobile,Modernizr,66854
2017-10-01,mobile,Moment Timezone,2090
2017-10-01,mobile,Moment.js,14817
2017-10-01,mobile,MooTools,7255
2017-10-01,mobile,Mustache,3923
2017-10-01,mobile,Paper.js,33
2017-10-01,mobile,Pixi.js,100
2017-10-01,mobile,Polymer,145
2017-10-01,mobile,Popcorn.js,30
2017-10-01,mobile,Prototype,7746
2017-10-01,mobile,Pusher,723
2017-10-01,mobile,Qooxdoo,11
2017-10-01,mobile,React,2070
2017-10-01,mobile,RequireJS,7293
2017-10-01,mobile,Rico,5
2017-10-01,mobile,RightJS,6
2017-10-01,mobile,Riot,100
2017-10-01,mobile,SPF,13
2017-10-01,mobile,SWFObject,14248
2017-10-01,mobile,Sammy,2
2017-10-01,mobile,Scriptaculous,1290
2017-10-01,mobile,ScrollMagic,1301
2017-10-01,mobile,Sea.js,432
2017-10-01,mobile,Socket.IO,1594
2017-10-01,mobile,Spine,32
2017-10-01,mobile,SproutCore,77
2017-10-01,mobile,Spry,19
2017-10-01,mobile,Swiffy,130
2017-10-01,mobile,Tween.js,227
2017-10-01,mobile,Two,1
2017-10-01,mobile,Underscore,18559
2017-10-01,mobile,Vaadin,7
2017-10-01,mobile,Velocity.js,1266
2017-10-01,mobile,Visibility.js,167
2017-10-01,mobile,Vue,1358
2017-10-01,mobile,WebFont Loader,10179
2017-10-01,mobile,YUI 2,6011
2017-10-01,mobile,YUI 3,1944
2017-10-01,mobile,Zepto.js,3602
2017-10-01,mobile,Zurb,7446
2017-10-01,mobile,base2,103
2017-10-01,mobile,boomerang.js,841
2017-10-01,mobile,gRapha&euml;l,5
2017-10-01,mobile,jQuery,363795
2017-10-01,mobile,jQuery Mobile,14332
2017-10-01,mobile,jQuery Tools,9721
2017-10-01,mobile,jQuery UI,90819
2017-10-01,mobile,three.js,271
2017-10-01,mobile,yepnope,46102
2017-10-15,desktop,,1
2017-10-15,desktop,AmplifyJS,238
2017-10-15,desktop,Angular,439
2017-10-15,desktop,AngularJS,9232
2017-10-15,desktop,Backbone,7842
2017-10-15,desktop,Blackbird,245
2017-10-15,desktop,Bootstrap,62998
2017-10-15,desktop,Brewser,2
2017-10-15,desktop,CamanJS,25
2017-10-15,desktop,Can,81
2017-10-15,desktop,Closure Library,198
2017-10-15,desktop,ControlJS,15
2017-10-15,desktop,CreateJS,1688
2017-10-15,desktop,D3,1232
2017-10-15,desktop,DC.js,1
2017-10-15,desktop,Dojo,1173
2017-10-15,desktop,Ember.js,292
2017-10-15,desktop,Ext JS,405
2017-10-15,desktop,Fabric.js,126
2017-10-15,desktop,FastClick,5977
2017-10-15,desktop,FlexSlider,34725
2017-10-15,desktop,FlotCharts,855
2017-10-15,desktop,FuseJS,15
2017-10-15,desktop,GWT,583
2017-10-15,desktop,Glow,11
2017-10-15,desktop,Google Maps,15016
2017-10-15,desktop,Greensock JS,10307
2017-10-15,desktop,Hammer.js,5736
2017-10-15,desktop,Handlebars,5909
2017-10-15,desktop,Head JS,1670
2017-10-15,desktop,Highcharts,1973
2017-10-15,desktop,IfVisible.js,162
2017-10-15,desktop,InfoVis,11
2017-10-15,desktop,Ink,17
2017-10-15,desktop,Isotope,14266
2017-10-15,desktop,Kendo UI,485
2017-10-15,desktop,Knockout,2334
2017-10-15,desktop,LABjs,1120
2017-10-15,desktop,Leaflet,1276
2017-10-15,desktop,Lo-Dash,10402
2017-10-15,desktop,Mapbox,170
2017-10-15,desktop,Marionette,566
2017-10-15,desktop,Material Design Lite,343
2017-10-15,desktop,Matter.js,5
2017-10-15,desktop,MochiKit,1
2017-10-15,desktop,Modernizr,66991
2017-10-15,desktop,Moment Timezone,2206
2017-10-15,desktop,Moment.js,15284
2017-10-15,desktop,MooTools,7541
2017-10-15,desktop,Mustache,4121
2017-10-15,desktop,Paper.js,30
2017-10-15,desktop,Pixi.js,106
2017-10-15,desktop,Polymer,158
2017-10-15,desktop,Popcorn.js,33
2017-10-15,desktop,Prototype,8041
2017-10-15,desktop,Pusher,793
2017-10-15,desktop,Qooxdoo,13
2017-10-15,desktop,React,2003
2017-10-15,desktop,RequireJS,7331
2017-10-15,desktop,Rico,7
2017-10-15,desktop,RightJS,4
2017-10-15,desktop,Riot,111
2017-10-15,desktop,SPF,24
2017-10-15,desktop,SWFObject,17753
2017-10-15,desktop,Sammy,2
2017-10-15,desktop,Scriptaculous,1535
2017-10-15,desktop,ScrollMagic,1341
2017-10-15,desktop,Sea.js,522
2017-10-15,desktop,Socket.IO,1671
2017-10-15,desktop,Spine,32
2017-10-15,desktop,SproutCore,83
2017-10-15,desktop,Spry,18
2017-10-15,desktop,Swiffy,162
2017-10-15,desktop,Tween.js,241
2017-10-15,desktop,Two,1
2017-10-15,desktop,Underscore,18677
2017-10-15,desktop,Vaadin,7
2017-10-15,desktop,Velocity.js,1310
2017-10-15,desktop,Visibility.js,172
2017-10-15,desktop,Vue,1314
2017-10-15,desktop,WebFont Loader,10928
2017-10-15,desktop,YUI 2,7356
2017-10-15,desktop,YUI 3,2045
2017-10-15,desktop,Zepto.js,1560
2017-10-15,desktop,Zurb,7256
2017-10-15,desktop,base2,159
2017-10-15,desktop,boomerang.js,964
2017-10-15,desktop,gRapha&euml;l,5
2017-10-15,desktop,jQuery,363756
2017-10-15,desktop,jQuery Mobile,9124
2017-10-15,desktop,jQuery Tools,11109
2017-10-15,desktop,jQuery UI,95014
2017-10-15,desktop,three.js,299
2017-10-15,desktop,yepnope,46246
2017-10-15,mobile,,1
2017-10-15,mobile,AmplifyJS,296
2017-10-15,mobile,Angular,474
2017-10-15,mobile,AngularJS,10094
2017-10-15,mobile,Backbone,8099
2017-10-15,mobile,Blackbird,259
2017-10-15,mobile,Bootstrap,68324
2017-10-15,mobile,Brewser,2
2017-10-15,mobile,CamanJS,25
2017-10-15,mobile,Can,131
2017-10-15,mobile,Closure Library,191
2017-10-15,mobile,ControlJS,13
2017-10-15,mobile,CreateJS,1842
2017-10-15,mobile,D3,1257
2017-10-15,mobile,DC.js,1
2017-10-15,mobile,Dojo,1219
2017-10-15,mobile,Ember.js,290
2017-10-15,mobile,Ext JS,452
2017-10-15,mobile,Fabric.js,139
2017-10-15,mobile,FastClick,10137
2017-10-15,mobile,FlexSlider,37848
2017-10-15,mobile,FlotCharts,833
2017-10-15,mobile,FuseJS,16
2017-10-15,mobile,GWT,618
2017-10-15,mobile,Glow,12
2017-10-15,mobile,Google Maps,16344
2017-10-15,mobile,Greensock JS,10816
2017-10-15,mobile,Hammer.js,6968
2017-10-15,mobile,Handlebars,5996
2017-10-15,mobile,Head JS,1774
2017-10-15,mobile,Highcharts,1837
2017-10-15,mobile,IfVisible.js,183
2017-10-15,mobile,InfoVis,9
2017-10-15,mobile,Ink,19
2017-10-15,mobile,Isotope,15687
2017-10-15,mobile,Kendo UI,518
2017-10-15,mobile,Knockout,2277
2017-10-15,mobile,LABjs,1080
2017-10-15,mobile,Leaflet,1175
2017-10-15,mobile,Lo-Dash,10721
2017-10-15,mobile,Mapbox,158
2017-10-15,mobile,Marionette,556
2017-10-15,mobile,Material Design Lite,441
2017-10-15,mobile,Matter.js,4
2017-10-15,mobile,MochiKit,1
2017-10-15,mobile,Modernizr,72502
2017-10-15,mobile,Moment Timezone,2226
2017-10-15,mobile,Moment.js,15782
2017-10-15,mobile,MooTools,7730
2017-10-15,mobile,Mustache,4186
2017-10-15,mobile,Paper.js,36
2017-10-15,mobile,Pixi.js,100
2017-10-15,mobile,Polymer,155
2017-10-15,mobile,Popcorn.js,33
2017-10-15,mobile,Prototype,8249
2017-10-15,mobile,Pusher,769
2017-10-15,mobile,Qooxdoo,11
2017-10-15,mobile,React,2134
2017-10-15,mobile,RequireJS,7822
2017-10-15,mobile,Rico,6
2017-10-15,mobile,RightJS,6
2017-10-15,mobile,Riot,109
2017-10-15,mobile,SPF,13
2017-10-15,mobile,SWFObject,15064
2017-10-15,mobile,Sammy,3
2017-10-15,mobile,Scriptaculous,1337
2017-10-15,mobile,ScrollMagic,1422
2017-10-15,mobile,Sea.js,446
2017-10-15,mobile,Socket.IO,1646
2017-10-15,mobile,Spine,34
2017-10-15,mobile,SproutCore,79
2017-10-15,mobile,Spry,21
2017-10-15,mobile,Swiffy,137
2017-10-15,mobile,Tween.js,245
2017-10-15,mobile,Two,1
2017-10-15,mobile,Underscore,20040
2017-10-15,mobile,Vaadin,7
2017-10-15,mobile,Velocity.js,1390
2017-10-15,mobile,Visibility.js,171
2017-10-15,mobile,Vue,1471
2017-10-15,mobile,WebFont Loader,10832
2017-10-15,mobile,YUI 2,6476
2017-10-15,mobile,YUI 3,2350
2017-10-15,mobile,Zepto.js,3763
2017-10-15,mobile,Zurb,8030
2017-10-15,mobile,base2,104
2017-10-15,mobile,boomerang.js,1020
2017-10-15,mobile,gRapha&euml;l,5
2017-10-15,mobile,jQuery,387087
2017-10-15,mobile,jQuery Mobile,15292
2017-10-15,mobile,jQuery Tools,10257
2017-10-15,mobile,jQuery UI,97318
2017-10-15,mobile,three.js,296
2017-10-15,mobile,yepnope,50105
2017-11-01,desktop,,1
2017-11-01,desktop,AmplifyJS,231
2017-11-01,desktop,Angular,473
2017-11-01,desktop,AngularJS,9268
2017-11-01,desktop,Backbone,7845
2017-11-01,desktop,Blackbird,245
2017-11-01,desktop,Bootstrap,63320
2017-11-01,desktop,Brewser,2
2017-11-01,desktop,CamanJS,25
2017-11-01,desktop,Can,82
2017-11-01,desktop,Closure Library,198
2017-11-01,desktop,ControlJS,15
2017-11-01,desktop,CreateJS,1708
2017-11-01,desktop,D3,1240
2017-11-01,desktop,DC.js,2
2017-11-01,desktop,Dojo,1194
2017-11-01,desktop,Ember.js,288
2017-11-01,desktop,Ext JS,422
2017-11-01,desktop,Fabric.js,124
2017-11-01,desktop,FastClick,5936
2017-11-01,desktop,FlexSlider,34608
2017-11-01,desktop,FlotCharts,843
2017-11-01,desktop,FuseJS,20
2017-11-01,desktop,GWT,579
2017-11-01,desktop,Glow,11
2017-11-01,desktop,Google Maps,15078
2017-11-01,desktop,Greensock JS,10388
2017-11-01,desktop,Hammer.js,5842
2017-11-01,desktop,Handlebars,5951
2017-11-01,desktop,Head JS,1668
2017-11-01,desktop,Highcharts,1981
2017-11-01,desktop,IfVisible.js,166
2017-11-01,desktop,InfoVis,11
2017-11-01,desktop,Ink,18
2017-11-01,desktop,Isotope,14319
2017-11-01,desktop,Kendo UI,477
2017-11-01,desktop,Knockout,2323
2017-11-01,desktop,LABjs,1124
2017-11-01,desktop,Leaflet,1276
2017-11-01,desktop,Lo-Dash,10535
2017-11-01,desktop,Mapbox,170
2017-11-01,desktop,Marionette,568
2017-11-01,desktop,Material Design Lite,346
2017-11-01,desktop,Matter.js,5
2017-11-01,desktop,MochiKit,1
2017-11-01,desktop,Modernizr,66890
2017-11-01,desktop,Moment Timezone,2126
2017-11-01,desktop,Moment.js,15288
2017-11-01,desktop,MooTools,7530
2017-11-01,desktop,Mustache,4163
2017-11-01,desktop,Paper.js,31
2017-11-01,desktop,Pixi.js,104
2017-11-01,desktop,Polymer,157
2017-11-01,desktop,Popcorn.js,33
2017-11-01,desktop,Prototype,7975
2017-11-01,desktop,Pusher,799
2017-11-01,desktop,Qooxdoo,13
2017-11-01,desktop,React,1990
2017-11-01,desktop,RequireJS,7364
2017-11-01,desktop,Rico,7
2017-11-01,desktop,RightJS,4
2017-11-01,desktop,Riot,108
2017-11-01,desktop,SPF,27
2017-11-01,desktop,SWFObject,17537
2017-11-01,desktop,Sammy,2
2017-11-01,desktop,Scriptaculous,1520
2017-11-01,desktop,ScrollMagic,1383
2017-11-01,desktop,Sea.js,523
2017-11-01,desktop,Socket.IO,1673
2017-11-01,desktop,Spine,33
2017-11-01,desktop,SproutCore,84
2017-11-01,desktop,Spry,18
2017-11-01,desktop,Swiffy,163
2017-11-01,desktop,Tween.js,237
2017-11-01,desktop,Two,1
2017-11-01,desktop,Underscore,18722
2017-11-01,desktop,Vaadin,7
2017-11-01,desktop,Velocity.js,1331
2017-11-01,desktop,Visibility.js,173
2017-11-01,desktop,Vue,1372
2017-11-01,desktop,WebFont Loader,10984
2017-11-01,desktop,YUI 2,7254
2017-11-01,desktop,YUI 3,2044
2017-11-01,desktop,Zepto.js,1395
2017-11-01,desktop,Zurb,7291
2017-11-01,desktop,base2,163
2017-11-01,desktop,boomerang.js,1007
2017-11-01,desktop,gRapha&euml;l,5
2017-11-01,desktop,jQuery,363465
2017-11-01,desktop,jQuery Mobile,9204
2017-11-01,desktop,jQuery Tools,10990
2017-11-01,desktop,jQuery UI,94990
2017-11-01,desktop,three.js,303
2017-11-01,desktop,yepnope,46142
2017-11-01,mobile,,1
2017-11-01,mobile,AmplifyJS,270
2017-11-01,mobile,Angular,493
2017-11-01,mobile,AngularJS,9642
2017-11-01,mobile,Backbone,7675
2017-11-01,mobile,Blackbird,254
2017-11-01,mobile,Bootstrap,63982
2017-11-01,mobile,Brewser,2
2017-11-01,mobile,CamanJS,24
2017-11-01,mobile,Can,123
2017-11-01,mobile,Closure Library,186
2017-11-01,mobile,ControlJS,13
2017-11-01,mobile,CreateJS,1699
2017-11-01,mobile,D3,1206
2017-11-01,mobile,DC.js,1
2017-11-01,mobile,Dojo,1111
2017-11-01,mobile,Ember.js,281
2017-11-01,mobile,Ext JS,421
2017-11-01,mobile,Fabric.js,131
2017-11-01,mobile,FastClick,9352
2017-11-01,mobile,FlexSlider,34749
2017-11-01,mobile,FlotCharts,798
2017-11-01,mobile,FuseJS,20
2017-11-01,mobile,GWT,584
2017-11-01,mobile,Glow,13
2017-11-01,mobile,Google Maps,15262
2017-11-01,mobile,Greensock JS,10025
2017-11-01,mobile,Hammer.js,6667
2017-11-01,mobile,Handlebars,5765
2017-11-01,mobile,Head JS,1637
2017-11-01,mobile,Highcharts,1732
2017-11-01,mobile,IfVisible.js,175
2017-11-01,mobile,InfoVis,9
2017-11-01,mobile,Ink,19
2017-11-01,mobile,Isotope,14374
2017-11-01,mobile,Kendo UI,479
2017-11-01,mobile,Knockout,2223
2017-11-01,mobile,LABjs,989
2017-11-01,mobile,Leaflet,1129
2017-11-01,mobile,Lo-Dash,10391
2017-11-01,mobile,Mapbox,158
2017-11-01,mobile,Marionette,535
2017-11-01,mobile,Material Design Lite,387
2017-11-01,mobile,Matter.js,4
2017-11-01,mobile,MochiKit,1
2017-11-01,mobile,Modernizr,66937
2017-11-01,mobile,Moment Timezone,2103
2017-11-01,mobile,Moment.js,15008
2017-11-01,mobile,MooTools,7202
2017-11-01,mobile,Mustache,4014
2017-11-01,mobile,Paper.js,34
2017-11-01,mobile,Pixi.js,97
2017-11-01,mobile,Polymer,145
2017-11-01,mobile,Popcorn.js,33
2017-11-01,mobile,Prototype,7675
2017-11-01,mobile,Pusher,727
2017-11-01,mobile,Qooxdoo,11
2017-11-01,mobile,React,2041
2017-11-01,mobile,RequireJS,7406
2017-11-01,mobile,Rico,6
2017-11-01,mobile,RightJS,6
2017-11-01,mobile,Riot,103
2017-11-01,mobile,SPF,14
2017-11-01,mobile,SWFObject,14136
2017-11-01,mobile,Sammy,2
2017-11-01,mobile,Scriptaculous,1271
2017-11-01,mobile,ScrollMagic,1371
2017-11-01,mobile,Sea.js,447
2017-11-01,mobile,Socket.IO,1597
2017-11-01,mobile,Spine,34
2017-11-01,mobile,SproutCore,78
2017-11-01,mobile,Spry,21
2017-11-01,mobile,Swiffy,125
2017-11-01,mobile,Tween.js,223
2017-11-01,mobile,Two,1
2017-11-01,mobile,Underscore,18742
2017-11-01,mobile,Vaadin,7
2017-11-01,mobile,Velocity.js,1316
2017-11-01,mobile,Visibility.js,170
2017-11-01,mobile,Vue,1462
2017-11-01,mobile,WebFont Loader,10306
2017-11-01,mobile,YUI 2,6036
2017-11-01,mobile,YUI 3,1973
2017-11-01,mobile,Zepto.js,3566
2017-11-01,mobile,Zurb,7518
2017-11-01,mobile,base2,107
2017-11-01,mobile,boomerang.js,937
2017-11-01,mobile,gRapha&euml;l,5
2017-11-01,mobile,jQuery,364231
2017-11-01,mobile,jQuery Mobile,14359
2017-11-01,mobile,jQuery Tools,9599
2017-11-01,mobile,jQuery UI,91081
2017-11-01,mobile,three.js,273
2017-11-01,mobile,yepnope,46018
2017-11-15,desktop,,1
2017-11-15,desktop,AmplifyJS,229
2017-11-15,desktop,Angular,492
2017-11-15,desktop,AngularJS,9303
2017-11-15,desktop,Backbone,7837
2017-11-15,desktop,Blackbird,246
2017-11-15,desktop,Bootstrap,63812
2017-11-15,desktop,Brewser,2
2017-11-15,desktop,CamanJS,25
2017-11-15,desktop,Can,81
2017-11-15,desktop,Closure Library,199
2017-11-15,desktop,ControlJS,15
2017-11-15,desktop,CreateJS,1689
2017-11-15,desktop,D3,1237
2017-11-15,desktop,DC.js,2
2017-11-15,desktop,Dojo,1233
2017-11-15,desktop,Ember.js,291
2017-11-15,desktop,Ext JS,400
2017-11-15,desktop,Fabric.js,123
2017-11-15,desktop,FastClick,5928
2017-11-15,desktop,FlexSlider,34665
2017-11-15,desktop,FlotCharts,829
2017-11-15,desktop,FuseJS,22
2017-11-15,desktop,GWT,571
2017-11-15,desktop,Glow,12
2017-11-15,desktop,Google Maps,15133
2017-11-15,desktop,Greensock JS,10414
2017-11-15,desktop,Hammer.js,5583
2017-11-15,desktop,Handlebars,6013
2017-11-15,desktop,Head JS,1674
2017-11-15,desktop,Highcharts,1956
2017-11-15,desktop,IfVisible.js,169
2017-11-15,desktop,InfoVis,11
2017-11-15,desktop,Ink,17
2017-11-15,desktop,Isotope,14422
2017-11-15,desktop,Kendo UI,479
2017-11-15,desktop,Knockout,2358
2017-11-15,desktop,LABjs,1108
2017-11-15,desktop,Leaflet,1291
2017-11-15,desktop,Lo-Dash,10508
2017-11-15,desktop,Mapbox,169
2017-11-15,desktop,Marionette,568
2017-11-15,desktop,Material Design Lite,353
2017-11-15,desktop,Matter.js,5
2017-11-15,desktop,MochiKit,1
2017-11-15,desktop,Modernizr,66878
2017-11-15,desktop,Moment Timezone,2177
2017-11-15,desktop,Moment.js,15444
2017-11-15,desktop,MooTools,7475
2017-11-15,desktop,Mustache,4175
2017-11-15,desktop,Paper.js,31
2017-11-15,desktop,Pixi.js,104
2017-11-15,desktop,Polymer,152
2017-11-15,desktop,Popcorn.js,34
2017-11-15,desktop,Prototype,7919
2017-11-15,desktop,Pusher,772
2017-11-15,desktop,Qooxdoo,13
2017-11-15,desktop,React,1942
2017-11-15,desktop,RequireJS,7511
2017-11-15,desktop,Rico,7
2017-11-15,desktop,RightJS,4
2017-11-15,desktop,Riot,110
2017-11-15,desktop,SPF,24
2017-11-15,desktop,SWFObject,17270
2017-11-15,desktop,Sammy,2
2017-11-15,desktop,Scriptaculous,1494
2017-11-15,desktop,ScrollMagic,1410
2017-11-15,desktop,Sea.js,485
2017-11-15,desktop,Socket.IO,1685
2017-11-15,desktop,Spine,33
2017-11-15,desktop,SproutCore,85
2017-11-15,desktop,Spry,18
2017-11-15,desktop,Swiffy,158
2017-11-15,desktop,Tween.js,237
2017-11-15,desktop,Two,1
2017-11-15,desktop,Underscore,18871
2017-11-15,desktop,Vaadin,7
2017-11-15,desktop,Velocity.js,1347
2017-11-15,desktop,Visibility.js,175
2017-11-15,desktop,Vue,1412
2017-11-15,desktop,WebFont Loader,11071
2017-11-15,desktop,YUI 2,7343
2017-11-15,desktop,YUI 3,2056
2017-11-15,desktop,Zepto.js,1331
2017-11-15,desktop,Zurb,7323
2017-11-15,desktop,base2,161
2017-11-15,desktop,boomerang.js,1019
2017-11-15,desktop,gRapha&euml;l,5
2017-11-15,desktop,jQuery,363331
2017-11-15,desktop,jQuery Mobile,9273
2017-11-15,desktop,jQuery Tools,10947
2017-11-15,desktop,jQuery UI,94977
2017-11-15,desktop,three.js,308
2017-11-15,desktop,yepnope,46102
2017-11-15,mobile,,1
2017-11-15,mobile,AmplifyJS,262
2017-11-15,mobile,Angular,520
2017-11-15,mobile,AngularJS,9686
2017-11-15,mobile,Backbone,7660
2017-11-15,mobile,Blackbird,254
2017-11-15,mobile,Bootstrap,64456
2017-11-15,mobile,Brewser,2
2017-11-15,mobile,CamanJS,24
2017-11-15,mobile,Can,123
2017-11-15,mobile,Closure Library,183
2017-11-15,mobile,ControlJS,12
2017-11-15,mobile,CreateJS,1658
2017-11-15,mobile,D3,1206
2017-11-15,mobile,DC.js,1
2017-11-15,mobile,Dojo,1155
2017-11-15,mobile,Ember.js,279
2017-11-15,mobile,Ext JS,388
2017-11-15,mobile,Fabric.js,129
2017-11-15,mobile,FastClick,9286
2017-11-15,mobile,FlexSlider,34737
2017-11-15,mobile,FlotCharts,782
2017-11-15,mobile,FuseJS,23
2017-11-15,mobile,GWT,572
2017-11-15,mobile,Glow,14
2017-11-15,mobile,Google Maps,15282
2017-11-15,mobile,Greensock JS,10060
2017-11-15,mobile,Hammer.js,6709
2017-11-15,mobile,Handlebars,5814
2017-11-15,mobile,Head JS,1634
2017-11-15,mobile,Highcharts,1713
2017-11-15,mobile,IfVisible.js,177
2017-11-15,mobile,InfoVis,9
2017-11-15,mobile,Ink,19
2017-11-15,mobile,Isotope,14427
2017-11-15,mobile,Kendo UI,479
2017-11-15,mobile,Knockout,2243
2017-11-15,mobile,LABjs,979
2017-11-15,mobile,Leaflet,1137
2017-11-15,mobile,Lo-Dash,10479
2017-11-15,mobile,Mapbox,150
2017-11-15,mobile,Marionette,530
2017-11-15,mobile,Material Design Lite,398
2017-11-15,mobile,Matter.js,4
2017-11-15,mobile,MochiKit,1
2017-11-15,mobile,Modernizr,66781
2017-11-15,mobile,Moment Timezone,2161
2017-11-15,mobile,Moment.js,15117
2017-11-15,mobile,MooTools,7145
2017-11-15,mobile,Mustache,4008
2017-11-15,mobile,Paper.js,35
2017-11-15,mobile,Pixi.js,94
2017-11-15,mobile,Polymer,139
2017-11-15,mobile,Popcorn.js,32
2017-11-15,mobile,Prototype,7593
2017-11-15,mobile,Pusher,716
2017-11-15,mobile,Qooxdoo,11
2017-11-15,mobile,React,2007
2017-11-15,mobile,RequireJS,7469
2017-11-15,mobile,Rico,5
2017-11-15,mobile,RightJS,6
2017-11-15,mobile,Riot,102
2017-11-15,mobile,SPF,12
2017-11-15,mobile,SWFObject,13980
2017-11-15,mobile,Sammy,2
2017-11-15,mobile,Scriptaculous,1237
2017-11-15,mobile,ScrollMagic,1388
2017-11-15,mobile,Sea.js,444
2017-11-15,mobile,Socket.IO,1583
2017-11-15,mobile,Spine,31
2017-11-15,mobile,SproutCore,80
2017-11-15,mobile,Spry,22
2017-11-15,mobile,Swiffy,124
2017-11-15,mobile,Tween.js,220
2017-11-15,mobile,Two,1
2017-11-15,mobile,Underscore,18865
2017-11-15,mobile,Vaadin,7
2017-11-15,mobile,Velocity.js,1332
2017-11-15,mobile,Visibility.js,168
2017-11-15,mobile,Vue,1513
2017-11-15,mobile,WebFont Loader,10406
