date,client,library,frequency
2017-06-01,desktop,Paper.js,31
2017-06-01,desktop,Pixi.js,121
2017-06-01,desktop,Polymer,123
2017-06-01,desktop,Popcorn.js,27
2017-06-01,desktop,Prototype,9095
2017-06-01,desktop,Pusher,785
2017-06-01,desktop,Qooxdoo,13
2017-06-01,desktop,React,1969
2017-06-01,desktop,RequireJS,7518
2017-06-01,desktop,Rico,7
2017-06-01,desktop,RightJS,4
2017-06-01,desktop,Riot,116
2017-06-01,desktop,SPF,30
2017-06-01,desktop,SWFObject,21976
2017-06-01,desktop,Sammy,3
2017-06-01,desktop,Scriptaculous,1783
2017-06-01,desktop,ScrollMagic,1284
2017-06-01,desktop,Sea.js,527
2017-06-01,desktop,Socket.IO,1778
2017-06-01,desktop,Spine,35
2017-06-01,desktop,SproutCore,67
2017-06-01,desktop,Spry,25
2017-06-01,desktop,Swiffy,214
2017-06-01,desktop,Tween.js,258
2017-06-01,desktop,Two,3
2017-06-01,desktop,Underscore,19561
2017-06-01,desktop,Vaadin,6
2017-06-01,desktop,Velocity.js,1167
2017-06-01,desktop,Visibility.js,165
2017-06-01,desktop,Vue,888
2017-06-01,desktop,WebFont Loader,11016
2017-06-01,desktop,YUI 2,7936
2017-06-01,desktop,YUI 3,2576
2017-06-01,desktop,Zepto.js,1392
2017-06-01,desktop,Zurb,7528
2017-06-01,desktop,base2,168
2017-06-01,desktop,gRapha&euml;l,3
2017-06-01,desktop,jQuery,394710
2017-06-01,desktop,jQuery Mobile,9191
2017-06-01,desktop,jQuery Tools,12761
2017-06-01,desktop,jQuery UI,103553
2017-06-01,desktop,three.js,302
2017-06-01,desktop,yepnope,53581
2017-06-01,mobile,,1
2017-06-01,mobile,AmplifyJS,290
2017-06-01,mobile,Angular,217
2017-06-01,mobile,AngularJS,9712
2017-06-01,mobile,Backbone,8322
2017-06-01,mobile,Blackbird,247
2017-06-01,mobile,Bootstrap,62514
2017-06-01,mobile,Brewser,1
2017-06-01,mobile,CamanJS,24
2017-06-01,mobile,Can,127
2017-06-01,mobile,Closure Library,198
2017-06-01,mobile,ControlJS,15
2017-06-01,mobile,CreateJS,2866
2017-06-01,mobile,D3,1193
2017-06-01,mobile,DC.js,3
2017-06-01,mobile,Dojo,1167
2017-06-01,mobile,Ember.js,280
2017-06-01,mobile,Ext JS,531
2017-06-01,mobile,Fabric.js,108
2017-06-01,mobile,FastClick,10275
2017-06-01,mobile,FlexSlider,38080
2017-06-01,mobile,FlotCharts,885
2017-06-01,mobile,FuseJS,14
2017-06-01,mobile,GWT,798
2017-06-01,mobile,Glow,14
2017-06-01,mobile,Google Maps,15864
2017-06-01,mobile,Greensock JS,10327
2017-06-01,mobile,Hammer.js,6854
2017-06-01,mobile,Handlebars,5311
2017-06-01,mobile,Head JS,1725
2017-06-01,mobile,Highcharts,1792
2017-06-01,mobile,IfVisible.js,139
2017-06-01,mobile,InfoVis,8
2017-06-01,mobile,Ink,19
2017-06-01,mobile,Isotope,14245
2017-06-01,mobile,Kendo UI,482
2017-06-01,mobile,Knockout,2212
2017-06-01,mobile,LABjs,1286
2017-06-01,mobile,Leaflet,1169
2017-06-01,mobile,Lo-Dash,9740
2017-06-01,mobile,Mapbox,191
2017-06-01,mobile,Marionette,554
2017-06-01,mobile,Material Design Lite,398
2017-06-01,mobile,Matter.js,2
2017-06-01,mobile,MochiKit,1
2017-06-01,mobile,Modernizr,72864
2017-06-01,mobile,Moment Timezone,1968
2017-06-01,mobile,Moment.js,14372
2017-06-01,mobile,MooTools,8258
2017-06-01,mobile,Mustache,3981
2017-06-01,mobile,Paper.js,28
2017-06-01,mobile,Pixi.js,108
2017-06-01,mobile,Polymer,130
2017-06-01,mobile,Popcorn.js,25
2017-06-01,mobile,Prototype,8458
2017-06-01,mobile,Pusher,715
2017-06-01,mobile,Qooxdoo,10
2017-06-01,mobile,React,1896
2017-06-01,mobile,RequireJS,7311
2017-06-01,mobile,Rico,5
2017-06-01,mobile,RightJS,5
2017-06-01,mobile,Riot,106
2017-06-01,mobile,SPF,14
2017-06-01,mobile,SWFObject,16868
2017-06-01,mobile,Sammy,2
2017-06-01,mobile,Scriptaculous,1427
2017-06-01,mobile,ScrollMagic,1204
2017-06-01,mobile,Sea.js,446
2017-06-01,mobile,Socket.IO,1598
2017-06-01,mobile,Spine,35
2017-06-01,mobile,SproutCore,64
2017-06-01,mobile,Spry,22
2017-06-01,mobile,Swiffy,157
2017-06-01,mobile,Tween.js,236
2017-06-01,mobile,Two,3
2017-06-01,mobile,Underscore,18977
2017-06-01,mobile,Vaadin,7
2017-06-01,mobile,Velocity.js,1096
2017-06-01,mobile,Visibility.js,154
2017-06-01,mobile,Vue,915
2017-06-01,mobile,WebFont Loader,10067
2017-06-01,mobile,YUI 2,6362
2017-06-01,mobile,YUI 3,2355
2017-06-01,mobile,Zepto.js,3425
2017-06-01,mobile,Zurb,7540
2017-06-01,mobile,base2,117
2017-06-01,mobile,gRapha&euml;l,3
2017-06-01,mobile,jQuery,383896
2017-06-01,mobile,jQuery Mobile,14955
2017-06-01,mobile,jQuery Tools,10574
2017-06-01,mobile,jQuery UI,95895
2017-06-01,mobile,three.js,271
2017-06-01,mobile,yepnope,51445
2017-06-15,desktop,,1
2017-06-15,desktop,AmplifyJS,279
2017-06-15,desktop,Angular,244
2017-06-15,desktop,AngularJS,9513
2017-06-15,desktop,Backbone,8650
2017-06-15,desktop,Blackbird,263
2017-06-15,desktop,Bootstrap,64613
2017-06-15,desktop,Brewser,1
2017-06-15,desktop,CamanJS,27
2017-06-15,desktop,Can,82
2017-06-15,desktop,Closure Library,220
2017-06-15,desktop,ControlJS,16
2017-06-15,desktop,CreateJS,2110
2017-06-15,desktop,D3,1289
2017-06-15,desktop,DC.js,2
2017-06-15,desktop,Dojo,1361
2017-06-15,desktop,Ember.js,296
2017-06-15,desktop,Ext JS,536
2017-06-15,desktop,Fabric.js,118
2017-06-15,desktop,FastClick,6340
2017-06-15,desktop,FlexSlider,39371
2017-06-15,desktop,FlotCharts,1051
2017-06-15,desktop,FuseJS,13
2017-06-15,desktop,GWT,754
2017-06-15,desktop,Glow,17
2017-06-15,desktop,Google Maps,16458
2017-06-15,desktop,Greensock JS,11088
2017-06-15,desktop,Hammer.js,5911
2017-06-15,desktop,Handlebars,5727
2017-06-15,desktop,Head JS,1876
2017-06-15,desktop,Highcharts,2087
2017-06-15,desktop,IfVisible.js,172
2017-06-15,desktop,InfoVis,11
2017-06-15,desktop,Ink,20
2017-06-15,desktop,Isotope,15027
2017-06-15,desktop,Kendo UI,498
2017-06-15,desktop,Knockout,2357
2017-06-15,desktop,LABjs,1395
2017-06-15,desktop,Leaflet,1378
2017-06-15,desktop,Lo-Dash,10206
2017-06-15,desktop,Mapbox,213
2017-06-15,desktop,Marionette,569
2017-06-15,desktop,Material Design Lite,391
2017-06-15,desktop,Matter.js,6
2017-06-15,desktop,MochiKit,1
2017-06-15,desktop,Modernizr,75622
2017-06-15,desktop,Moment Timezone,2101
2017-06-15,desktop,Moment.js,15383
2017-06-15,desktop,MooTools,8845
2017-06-15,desktop,Mustache,4142
2017-06-15,desktop,Paper.js,29
2017-06-15,desktop,Pixi.js,142
2017-06-15,desktop,Polymer,123
2017-06-15,desktop,Popcorn.js,29
2017-06-15,desktop,Prototype,9088
2017-06-15,desktop,Pusher,778
2017-06-15,desktop,Qooxdoo,13
2017-06-15,desktop,React,1989
2017-06-15,desktop,RequireJS,7537
2017-06-15,desktop,Rico,8
2017-06-15,desktop,RightJS,4
2017-06-15,desktop,Riot,107
2017-06-15,desktop,SPF,30
2017-06-15,desktop,SWFObject,21378
2017-06-15,desktop,Sammy,3
2017-06-15,desktop,Scriptaculous,1768
2017-06-15,desktop,ScrollMagic,1310
2017-06-15,desktop,Sea.js,554
2017-06-15,desktop,Socket.IO,1824
2017-06-15,desktop,Spine,37
2017-06-15,desktop,SproutCore,69
2017-06-15,desktop,Spry,26
2017-06-15,desktop,Swiffy,206
2017-06-15,desktop,Tween.js,250
2017-06-15,desktop,Two,3
2017-06-15,desktop,Underscore,19535
2017-06-15,desktop,Vaadin,5
2017-06-15,desktop,Velocity.js,1191
2017-06-15,desktop,Visibility.js,181
2017-06-15,desktop,Vue,959
2017-06-15,desktop,WebFont Loader,11045
2017-06-15,desktop,YUI 2,7923
2017-06-15,desktop,YUI 3,2569
2017-06-15,desktop,Zepto.js,1420
2017-06-15,desktop,Zurb,7535
2017-06-15,desktop,base2,166
2017-06-15,desktop,gRapha&euml;l,3
2017-06-15,desktop,jQuery,395372
2017-06-15,desktop,jQuery Mobile,9271
2017-06-15,desktop,jQuery Tools,12593
2017-06-15,desktop,jQuery UI,103831
2017-06-15,desktop,three.js,301
2017-06-15,desktop,yepnope,53440
2017-06-15,mobile,,1
2017-06-15,mobile,AmplifyJS,286
2017-06-15,mobile,Angular,234
2017-06-15,mobile,AngularJS,9743
2017-06-15,mobile,Backbone,8428
2017-06-15,mobile,Blackbird,254
2017-06-15,mobile,Bootstrap,63609
2017-06-15,mobile,Brewser,1
2017-06-15,mobile,CamanJS,24
2017-06-15,mobile,Can,132
2017-06-15,mobile,Closure Library,195
2017-06-15,mobile,ControlJS,13
2017-06-15,mobile,CreateJS,2922
2017-06-15,mobile,D3,1205
2017-06-15,mobile,DC.js,2
2017-06-15,mobile,Dojo,1188
2017-06-15,mobile,Ember.js,279
2017-06-15,mobile,Ext JS,514
2017-06-15,mobile,Fabric.js,111
2017-06-15,mobile,FastClick,10306
2017-06-15,mobile,FlexSlider,38315
2017-06-15,mobile,FlotCharts,924
2017-06-15,mobile,FuseJS,13
2017-06-15,mobile,GWT,747
2017-06-15,mobile,Glow,15
2017-06-15,mobile,Google Maps,16081
2017-06-15,mobile,Greensock JS,10502
2017-06-15,mobile,Hammer.js,7009
2017-06-15,mobile,Handlebars,5417
2017-06-15,mobile,Head JS,1689
2017-06-15,mobile,Highcharts,1806
2017-06-15,mobile,IfVisible.js,161
2017-06-15,mobile,InfoVis,9
2017-06-15,mobile,Ink,19
2017-06-15,mobile,Isotope,14490
2017-06-15,mobile,Kendo UI,494
2017-06-15,mobile,Knockout,2190
2017-06-15,mobile,LABjs,1206
2017-06-15,mobile,Leaflet,1179
2017-06-15,mobile,Lo-Dash,9972
2017-06-15,mobile,Mapbox,193
2017-06-15,mobile,Marionette,556
2017-06-15,mobile,Material Design Lite,409
2017-06-15,mobile,Matter.js,6
2017-06-15,mobile,MochiKit,1
2017-06-15,mobile,Modernizr,73104
2017-06-15,mobile,Moment Timezone,1998
2017-06-15,mobile,Moment.js,14572
2017-06-15,mobile,MooTools,8352
2017-06-15,mobile,Mustache,3915
2017-06-15,mobile,Paper.js,28
2017-06-15,mobile,Pixi.js,110
2017-06-15,mobile,Polymer,131
2017-06-15,mobile,Popcorn.js,28
2017-06-15,mobile,Prototype,8512
2017-06-15,mobile,Pusher,717
2017-06-15,mobile,Qooxdoo,10
2017-06-15,mobile,React,1904
2017-06-15,mobile,RequireJS,7353
2017-06-15,mobile,Rico,6
2017-06-15,mobile,RightJS,5
2017-06-15,mobile,Riot,98
2017-06-15,mobile,SPF,16
2017-06-15,mobile,SWFObject,16669
2017-06-15,mobile,Sammy,2
2017-06-15,mobile,Scriptaculous,1421
2017-06-15,mobile,ScrollMagic,1235
2017-06-15,mobile,Sea.js,456
2017-06-15,mobile,Socket.IO,1648
2017-06-15,mobile,Spine,36
2017-06-15,mobile,SproutCore,66
2017-06-15,mobile,Spry,24
2017-06-15,mobile,Swiffy,155
2017-06-15,mobile,Tween.js,239
2017-06-15,mobile,Two,3
2017-06-15,mobile,Underscore,19010
2017-06-15,mobile,Vaadin,6
2017-06-15,mobile,Velocity.js,1117
2017-06-15,mobile,Visibility.js,168
2017-06-15,mobile,Vue,983
2017-06-15,mobile,WebFont Loader,10193
2017-06-15,mobile,YUI 2,6364
2017-06-15,mobile,YUI 3,2366
2017-06-15,mobile,Zepto.js,3464
2017-06-15,mobile,Zurb,7605
2017-06-15,mobile,base2,115
2017-06-15,mobile,gRapha&euml;l,3
2017-06-15,mobile,jQuery,385702
2017-06-15,mobile,jQuery Mobile,15046
2017-06-15,mobile,jQuery Tools,10508
2017-06-15,mobile,jQuery UI,96545
2017-06-15,mobile,three.js,259
2017-06-15,mobile,yepnope,51417
2017-07-01,desktop,,1
2017-07-01,desktop,AmplifyJS,296
2017-07-01,desktop,Angular,264
2017-07-01,desktop,AngularJS,9688
2017-07-01,desktop,Backbone,8659
2017-07-01,desktop,Blackbird,268
2017-07-01,desktop,Bootstrap,65843
2017-07-01,desktop,Brewser,1
2017-07-01,desktop,CamanJS,28
2017-07-01,desktop,Can,83
2017-07-01,desktop,Closure Library,218
2017-07-01,desktop,ControlJS,17
2017-07-01,desktop,CreateJS,2199
2017-07-01,desktop,D3,1285
2017-07-01,desktop,DC.js,2
2017-07-01,desktop,Dojo,1350
2017-07-01,desktop,Ember.js,305
2017-07-01,desktop,Ext JS,523
2017-07-01,desktop,Fabric.js,122
2017-07-01,desktop,FastClick,6478
2017-07-01,desktop,FlexSlider,39428
2017-07-01,desktop,FlotCharts,1000
2017-07-01,desktop,FuseJS,12
2017-07-01,desktop,GWT,760
2017-07-01,desktop,Glow,18
2017-07-01,desktop,Google Maps,16808
2017-07-01,desktop,Greensock JS,11315
2017-07-01,desktop,Hammer.js,6039
2017-07-01,desktop,Handlebars,5741
2017-07-01,desktop,Head JS,1816
2017-07-01,desktop,Highcharts,2103
2017-07-01,desktop,IfVisible.js,179
2017-07-01,desktop,InfoVis,10
2017-07-01,desktop,Ink,21
2017-07-01,desktop,Isotope,15387
2017-07-01,desktop,Kendo UI,521
2017-07-01,desktop,Knockout,2361
2017-07-01,desktop,LABjs,1374
2017-07-01,desktop,Leaflet,1384
2017-07-01,desktop,Lo-Dash,10438
2017-07-01,desktop,Mapbox,210
2017-07-01,desktop,Marionette,595
2017-07-01,desktop,Material Design Lite,395
2017-07-01,desktop,Matter.js,5
2017-07-01,desktop,MochiKit,1
2017-07-01,desktop,Modernizr,76010
2017-07-01,desktop,Moment Timezone,2128
2017-07-01,desktop,Moment.js,15691
2017-07-01,desktop,MooTools,8662
2017-07-01,desktop,Mustache,4082
2017-07-01,desktop,Paper.js,27
2017-07-01,desktop,Pixi.js,126
2017-07-01,desktop,Polymer,122
2017-07-01,desktop,Popcorn.js,28
2017-07-01,desktop,Prototype,9065
2017-07-01,desktop,Pusher,804
2017-07-01,desktop,Qooxdoo,13
2017-07-01,desktop,React,1950
2017-07-01,desktop,RequireJS,7609
2017-07-01,desktop,Rico,9
2017-07-01,desktop,RightJS,5
2017-07-01,desktop,Riot,108
2017-07-01,desktop,SPF,32
2017-07-01,desktop,SWFObject,20623
2017-07-01,desktop,Sammy,3
2017-07-01,desktop,Scriptaculous,1765
2017-07-01,desktop,ScrollMagic,1343
2017-07-01,desktop,Sea.js,534
2017-07-01,desktop,Socket.IO,1859
2017-07-01,desktop,Spine,39
2017-07-01,desktop,SproutCore,70
2017-07-01,desktop,Spry,24
2017-07-01,desktop,Swiffy,197
2017-07-01,desktop,Tween.js,240
2017-07-01,desktop,Two,3
2017-07-01,desktop,Underscore,19857
2017-07-01,desktop,Vaadin,6
2017-07-01,desktop,Velocity.js,1242
2017-07-01,desktop,Visibility.js,180
2017-07-01,desktop,Vue,1019
2017-07-01,desktop,WebFont Loader,11308
2017-07-01,desktop,YUI 2,7902
2017-07-01,desktop,YUI 3,2593
2017-07-01,desktop,Zepto.js,1382
2017-07-01,desktop,Zurb,7757
2017-07-01,desktop,base2,164
2017-07-01,desktop,gRapha&euml;l,4
2017-07-01,desktop,jQuery,395978
2017-07-01,desktop,jQuery Mobile,9445
2017-07-01,desktop,jQuery Tools,12471
2017-07-01,desktop,jQuery UI,104475
2017-07-01,desktop,three.js,307
2017-07-01,desktop,yepnope,53533
2017-07-01,mobile,,1
2017-07-01,mobile,AmplifyJS,308
2017-07-01,mobile,Angular,262
2017-07-01,mobile,AngularJS,9940
2017-07-01,mobile,Backbone,8394
2017-07-01,mobile,Blackbird,254
2017-07-01,mobile,Bootstrap,64765
2017-07-01,mobile,Brewser,1
2017-07-01,mobile,CamanJS,25
2017-07-01,mobile,Can,136
2017-07-01,mobile,Closure Library,195
2017-07-01,mobile,ControlJS,15
2017-07-01,mobile,CreateJS,2991
2017-07-01,mobile,D3,1201
2017-07-01,mobile,DC.js,2
2017-07-01,mobile,Dojo,1184
2017-07-01,mobile,Ember.js,283
2017-07-01,mobile,Ext JS,516
2017-07-01,mobile,Fabric.js,115
2017-07-01,mobile,FastClick,10376
2017-07-01,mobile,FlexSlider,38410
2017-07-01,mobile,FlotCharts,853
2017-07-01,mobile,FuseJS,13
2017-07-01,mobile,GWT,746
2017-07-01,mobile,Glow,16
2017-07-01,mobile,Google Maps,16467
2017-07-01,mobile,Greensock JS,10723
2017-07-01,mobile,Hammer.js,7145
2017-07-01,mobile,Handlebars,5412
2017-07-01,mobile,Head JS,1654
2017-07-01,mobile,Highcharts,1814
2017-07-01,mobile,IfVisible.js,167
2017-07-01,mobile,InfoVis,8
2017-07-01,mobile,Ink,21
2017-07-01,mobile,Isotope,14783
2017-07-01,mobile,Kendo UI,514
2017-07-01,mobile,Knockout,2200
2017-07-01,mobile,LABjs,1190
2017-07-01,mobile,Leaflet,1185
2017-07-01,mobile,Lo-Dash,10183
2017-07-01,mobile,Mapbox,192
2017-07-01,mobile,Marionette,575
2017-07-01,mobile,Material Design Lite,410
2017-07-01,mobile,Matter.js,5
2017-07-01,mobile,MochiKit,1
2017-07-01,mobile,Modernizr,73473
2017-07-01,mobile,Moment Timezone,2035
2017-07-01,mobile,Moment.js,14813
2017-07-01,mobile,MooTools,8185
2017-07-01,mobile,Mustache,3873
2017-07-01,mobile,Paper.js,26
2017-07-01,mobile,Pixi.js,112
2017-07-01,mobile,Polymer,133
2017-07-01,mobile,Popcorn.js,27
2017-07-01,mobile,Prototype,8494
2017-07-01,mobile,Pusher,736
2017-07-01,mobile,Qooxdoo,10
2017-07-01,mobile,React,1903
2017-07-01,mobile,RequireJS,7425
2017-07-01,mobile,Rico,6
2017-07-01,mobile,RightJS,6
2017-07-01,mobile,Riot,99
2017-07-01,mobile,SPF,14
2017-07-01,mobile,SWFObject,16114
2017-07-01,mobile,Sammy,2
2017-07-01,mobile,Scriptaculous,1403
2017-07-01,mobile,ScrollMagic,1279
2017-07-01,mobile,Sea.js,452
2017-07-01,mobile,Socket.IO,1675
2017-07-01,mobile,Spine,38
2017-07-01,mobile,SproutCore,67
2017-07-01,mobile,Spry,22
2017-07-01,mobile,Swiffy,146
2017-07-01,mobile,Tween.js,219
2017-07-01,mobile,Two,3
2017-07-01,mobile,Underscore,19316
2017-07-01,mobile,Vaadin,7
2017-07-01,mobile,Velocity.js,1161
2017-07-01,mobile,Visibility.js,170
2017-07-01,mobile,Vue,1053
2017-07-01,mobile,WebFont Loader,10428
2017-07-01,mobile,YUI 2,6358
2017-07-01,mobile,YUI 3,2366
2017-07-01,mobile,Zepto.js,3465
2017-07-01,mobile,Zurb,7778
2017-07-01,mobile,base2,115
2017-07-01,mobile,gRapha&euml;l,4
2017-07-01,mobile,jQuery,386990
2017-07-01,mobile,jQuery Mobile,15206
2017-07-01,mobile,jQuery Tools,10433
2017-07-01,mobile,jQuery UI,97188
2017-07-01,mobile,three.js,259
2017-07-01,mobile,yepnope,51525
2017-07-15,desktop,,1
2017-07-15,desktop,AmplifyJS,302
2017-07-15,desktop,Angular,288
2017-07-15,desktop,AngularJS,9800
2017-07-15,desktop,Backbone,8785
2017-07-15,desktop,Blackbird,261
2017-07-15,desktop,Bootstrap,66703
2017-07-15,desktop,Brewser,1
2017-07-15,desktop,CamanJS,31
2017-07-15,desktop,Can,95
2017-07-15,desktop,Closure Library,215
2017-07-15,desktop,ControlJS,19
2017-07-15,desktop,CreateJS,2226
2017-07-15,desktop,D3,1272
2017-07-15,desktop,DC.js,2
2017-07-15,desktop,Dojo,1357
2017-07-15,desktop,Ember.js,313
2017-07-15,desktop,Ext JS,501
2017-07-15,desktop,Fabric.js,130
2017-07-15,desktop,FastClick,6524
2017-07-15,desktop,FlexSlider,39547
2017-07-15,desktop,FlotCharts,976
2017-07-15,desktop,FuseJS,14
2017-07-15,desktop,GWT,744
2017-07-15,desktop,Glow,16
2017-07-15,desktop,Google Maps,17062
2017-07-15,desktop,Greensock JS,11469
2017-07-15,desktop,Hammer.js,6128
2017-07-15,desktop,Handlebars,5874
2017-07-15,desktop,Head JS,1795
2017-07-15,desktop,Highcharts,2099
2017-07-15,desktop,IfVisible.js,188
2017-07-15,desktop,InfoVis,9
2017-07-15,desktop,Ink,21
2017-07-15,desktop,Isotope,15596
2017-07-15,desktop,Kendo UI,525
2017-07-15,desktop,Knockout,2351
2017-07-15,desktop,LABjs,1369
2017-07-15,desktop,Leaflet,1429
2017-07-15,desktop,Lo-Dash,10718
2017-07-15,desktop,Mapbox,220
2017-07-15,desktop,Marionette,590
2017-07-15,desktop,Material Design Lite,390
2017-07-15,desktop,Matter.js,4
2017-07-15,desktop,MochiKit,1
2017-07-15,desktop,Modernizr,76423
2017-07-15,desktop,Moment Timezone,2170
2017-07-15,desktop,Moment.js,15884
2017-07-15,desktop,MooTools,8509
2017-07-15,desktop,Mustache,4003
2017-07-15,desktop,Paper.js,29
2017-07-15,desktop,Pixi.js,118
2017-07-15,desktop,Polymer,131
2017-07-15,desktop,Popcorn.js,30
2017-07-15,desktop,Prototype,9189
2017-07-15,desktop,Pusher,805
2017-07-15,desktop,Qooxdoo,13
2017-07-15,desktop,React,1938
2017-07-15,desktop,RequireJS,7721
2017-07-15,desktop,Rico,7
2017-07-15,desktop,RightJS,5
2017-07-15,desktop,Riot,112
2017-07-15,desktop,SPF,29
2017-07-15,desktop,SWFObject,20327
2017-07-15,desktop,Sammy,3
2017-07-15,desktop,Scriptaculous,1757
2017-07-15,desktop,ScrollMagic,1391
2017-07-15,desktop,Sea.js,520
2017-07-15,desktop,Socket.IO,1865
2017-07-15,desktop,Spine,33
2017-07-15,desktop,SproutCore,68
2017-07-15,desktop,Spry,24
2017-07-15,desktop,Swiffy,194
2017-07-15,desktop,Tween.js,259
2017-07-15,desktop,Two,2
2017-07-15,desktop,Underscore,20042
2017-07-15,desktop,Vaadin,7
2017-07-15,desktop,Velocity.js,1291
2017-07-15,desktop,Visibility.js,173
2017-07-15,desktop,Vue,1066
2017-07-15,desktop,WebFont Loader,11544
2017-07-15,desktop,YUI 2,7914
2017-07-15,desktop,YUI 3,2576
2017-07-15,desktop,Zepto.js,1431
2017-07-15,desktop,Zurb,7842
2017-07-15,desktop,base2,158
2017-07-15,desktop,gRapha&euml;l,4
2017-07-15,desktop,jQuery,397398
2017-07-15,desktop,jQuery Mobile,9561
2017-07-15,desktop,jQuery Tools,12424
2017-07-15,desktop,jQuery UI,105020
2017-07-15,desktop,three.js,308
2017-07-15,desktop,yepnope,53785
2017-07-15,mobile,,1
2017-07-15,mobile,AmplifyJS,313
2017-07-15,mobile,Angular,294
2017-07-15,mobile,AngularJS,10080
2017-07-15,mobile,Backbone,8544
2017-07-15,mobile,Blackbird,252
2017-07-15,mobile,Bootstrap,65624
2017-07-15,mobile,Brewser,1
2017-07-15,mobile,CamanJS,28
2017-07-15,mobile,Can,133
2017-07-15,mobile,Closure Library,189
2017-07-15,mobile,ControlJS,17
2017-07-15,mobile,CreateJS,3003
2017-07-15,mobile,D3,1189
2017-07-15,mobile,DC.js,2
2017-07-15,mobile,Dojo,1185
2017-07-15,mobile,Ember.js,296
2017-07-15,mobile,Ext JS,493
2017-07-15,mobile,Fabric.js,125
2017-07-15,mobile,FastClick,10473
2017-07-15,mobile,FlexSlider,38605
2017-07-15,mobile,FlotCharts,846
2017-07-15,mobile,FuseJS,14
2017-07-15,mobile,GWT,721
2017-07-15,mobile,Glow,14
2017-07-15,mobile,Google Maps,16765
2017-07-15,mobile,Greensock JS,10868
2017-07-15,mobile,Hammer.js,7265
2017-07-15,mobile,Handlebars,5559
2017-07-15,mobile,Head JS,1649
2017-07-15,mobile,Highcharts,1818
2017-07-15,mobile,IfVisible.js,174
2017-07-15,mobile,InfoVis,7
2017-07-15,mobile,Ink,20
2017-07-15,mobile,Isotope,15054
2017-07-15,mobile,Kendo UI,518
2017-07-15,mobile,Knockout,2196
2017-07-15,mobile,LABjs,1203
2017-07-15,mobile,Leaflet,1228
2017-07-15,mobile,Lo-Dash,10500
2017-07-15,mobile,Mapbox,193
2017-07-15,mobile,Marionette,577
2017-07-15,mobile,Material Design Lite,409
2017-07-15,mobile,Matter.js,4
2017-07-15,mobile,MochiKit,1
2017-07-15,mobile,Modernizr,73973
2017-07-15,mobile,Moment Timezone,2072
2017-07-15,mobile,Moment.js,15027
2017-07-15,mobile,MooTools,8037
2017-07-15,mobile,Mustache,3820
2017-07-15,mobile,Paper.js,29
2017-07-15,mobile,Pixi.js,106
2017-07-15,mobile,Polymer,132
2017-07-15,mobile,Popcorn.js,28
2017-07-15,mobile,Prototype,8632
2017-07-15,mobile,Pusher,743
2017-07-15,mobile,Qooxdoo,11
2017-07-15,mobile,React,1878
2017-07-15,mobile,RequireJS,7532
2017-07-15,mobile,Rico,5
2017-07-15,mobile,RightJS,6
2017-07-15,mobile,Riot,103
2017-07-15,mobile,SPF,12
2017-07-15,mobile,SWFObject,15905
2017-07-15,mobile,Sammy,2
2017-07-15,mobile,Scriptaculous,1396
2017-07-15,mobile,ScrollMagic,1322
2017-07-15,mobile,Sea.js,433
2017-07-15,mobile,Socket.IO,1682
2017-07-15,mobile,Spine,32
2017-07-15,mobile,SproutCore,65
2017-07-15,mobile,Spry,21
2017-07-15,mobile,Swiffy,141
2017-07-15,mobile,Tween.js,242
2017-07-15,mobile,Two,2
2017-07-15,mobile,Underscore,19543
2017-07-15,mobile,Vaadin,8
2017-07-15,mobile,Velocity.js,1223
2017-07-15,mobile,Visibility.js,165
2017-07-15,mobile,Vue,1108
2017-07-15,mobile,WebFont Loader,10645
2017-07-15,mobile,YUI 2,6450
2017-07-15,mobile,YUI 3,2370
2017-07-15,mobile,Zepto.js,3485
2017-07-15,mobile,Zurb,7882
2017-07-15,mobile,base2,108
2017-07-15,mobile,gRapha&euml;l,4
2017-07-15,mobile,jQuery,389184
2017-07-15,mobile,jQuery Mobile,15257
2017-07-15,mobile,jQuery Tools,10444
2017-07-15,mobile,jQuery UI,97887
2017-07-15,mobile,three.js,263
2017-07-15,mobile,yepnope,51806
2017-08-01,desktop,,2
2017-08-01,desktop,AmplifyJS,299
2017-08-01,desktop,Angular,303
2017-08-01,desktop,AngularJS,9748
2017-08-01,desktop,Backbone,8733
2017-08-01,desktop,Blackbird,262
2017-08-01,desktop,Bootstrap,66818
2017-08-01,desktop,Brewser,1
2017-08-01,desktop,CamanJS,28
2017-08-01,desktop,Can,83
2017-08-01,desktop,Closure Library,217
2017-08-01,desktop,ControlJS,15
2017-08-01,desktop,CreateJS,2072
2017-08-01,desktop,D3,1250
2017-08-01,desktop,DC.js,2
2017-08-01,desktop,Dojo,1321
2017-08-01,desktop,Ember.js,303
2017-08-01,desktop,Ext JS,527
2017-08-01,desktop,Fabric.js,124
2017-08-01,desktop,FastClick,6531
2017-08-01,desktop,FlexSlider,39248
2017-08-01,desktop,FlotCharts,985
2017-08-01,desktop,FuseJS,15
2017-08-01,desktop,GWT,722
2017-08-01,desktop,Glow,15
2017-08-01,desktop,Google Maps,16947
2017-08-01,desktop,Greensock JS,11365
2017-08-01,desktop,Hammer.js,6165
2017-08-01,desktop,Handlebars,5990
2017-08-01,desktop,Head JS,1823
2017-08-01,desktop,Highcharts,2050
2017-08-01,desktop,IfVisible.js,187
2017-08-01,desktop,InfoVis,9
